prospect_id,channel_name,handle,channel_url,niche,subscriber_range,recent_upload_date,fit_score,opportunity_category,contact_source_url,contact_status,approval_status
OTHER-001-P001,Anna Woods,@annawoods,https://www.youtube.com/@annawoods,diy,1k_100k,,50,weak_descriptions,,none,none
